150970	13122
157177	25952
51272	7987
146629	28884
81862	21474
131603	11309
73207	17190
79237	20354
27052	4118
16827	4118
4215	24050
151717	29790
86272	14166
146963	14655
107405	14486
146226	10033
141221	2574
167920	4118
36502	5042
49020	29038
125649	25900
151827	4118
133695	19253
72764	21363
15267	22700
165491	9756
171946	18321
165530	6903
88049	9857
34086	5056
104738	4118
30209	15334
48105	24991
118445	1747
162483	23466
47099	4118
24221	17190
168379	8089
78905	24935
77867	30327
136082	17052
146098	28284
85105	9740
100844	23542
54675	12085
56953	24779
32489	513
146717	18046
73136	28354
109333	7486
171506	27965
8760	6989
77979	27179
116313	16278
64756	13997
41530	110
104948	7768
174436	26085
173906	3886
76969	17545
151034	4191
74864	731
83917	25202
114371	20755
32486	4792
87662	4406
31204	18826
54475	23754
61100	8372
697	5341
47170	9756
152695	3295
126281	20354
96181	25334
82229	9078
124814	17190
6145	26194
52443	24522
23682	4214
134076	30337
72467	24451
187856	29903
127999	3934
126831	28686
52181	19053
22781	10876
46003	9289
113807	4118
75761	13416
10618	513
139897	16273
89866	20755
31783	26169
142969	854
83068	21363
74511	25105
92167	27246
104979	25938
116290	1427
28135	16623
67800	28851
8408	20540
49086	8462
147906	30440
93799	12006
22797	12880
99982	7085
111629	26960
75267	4021
187788	1663
11941	5492
59663	6184
149510	25485
184955	26085
61397	18641
85546	7485
108874	4118
72495	29808
118062	16095
59749	2726
54383	28643
113068	6221
65318	22218
17907	29368
66683	20741
21667	22685
97312	6115
139503	9582
155928	17748
90951	12085
122969	3934
89774	24575
94748	10571
18937	10770
128183	16980
74921	13469
62654	24113
151451	20977
185326	22945
160751	7851
99905	7083
20475	22537
180376	21002
60897	6996
41236	1859
172130	14357
68233	18320
51499	19585
108450	23298
27016	26385
124104	17904
165770	14262
62138	17190
415	18826
93111	25497
156243	22005
124562	18826
135216	26085
76955	15956
176554	14762
36799	21764
39658	6128
81733	8076
148455	14456
19433	6903
169716	22813
174308	30297
141032	14653
100162	6819
164088	30358
81542	19535
145635	13179
149638	26085
160051	6866
29347	4118
89103	18393
6901	11350
14662	26972
179126	10380
131113	9578
52268	30194
50351	7485
88099	13107
59260	13837
34874	17735
116214	19843
175151	18902
130440	5995
154637	3311
164351	14960
79956	5638
18579	18826
186081	28884
81689	6903
125955	19407
54244	15548
139979	20354
142368	13095
132558	29510
164468	24253
75133	19191
100541	26029
126973	30384
106720	23841
35141	3748
71310	9834
139619	18860
55592	22677
46612	3934
113904	5312
79094	626
169018	29572
107491	12400
153056	3934
90064	16973
129793	24959
28209	29903
183734	16567
7749	26085
120531	1747
145714	13090
40321	6779
55697	27201
10595	12085
162406	21246
81750	10123
101322	28285
31253	15724
44863	16576
103951	15697
14466	11591
151351	26686
118788	5224
135065	24902
23480	21124
12089	4986
141616	3392
77080	28929
182607	17843
178104	2454
159010	23758
104803	11236
6764	12950
139993	11145
82736	626
70168	3934
135703	11635
92266	3934
144159	9895
621	23085
69257	22505
40926	4118
67222	20356
142569	24350
29119	10009
37257	20102
26887	6656
95270	23912
82115	20227
177935	24291
171985	27403
103717	10599
167826	10660
169728	18641
144356	27427
96316	25952
22715	2242
56603	19817
132823	30285
146600	25209
5658	9429
99632	14884
77363	12381
40120	29116
75025	352
143442	6779
51051	4118
16158	11357
147170	2895
65831	7019
52395	20204
92891	8995
48751	17722
177163	20428
51269	3934
3466	14856
37556	26999
159953	8691
95833	16273
151204	965
76212	22114
145365	4118
2111	26085
48679	19026
78373	6163
184322	27427
36940	29808
189997	26473
177311	19125
98014	12006
24640	1563
52879	4118
54444	17359
28711	6779
139325	18890
121561	18777
98939	23475
70821	9523
171158	1747
124414	27562
74633	10033
95406	27936
136515	25479
21084	9560
122709	1307
84081	8939
4048	4118
79817	3934
152883	28515
161299	28022
105711	12644
1781	10066
170749	24016
112066	9082
8855	28624
61761	3321
167837	27133
157066	8807
119145	17557
124421	10727
149830	19519
830	7682
118155	9825
42569	26085
103377	26085
82511	5165
144038	3496
129855	30450
63426	21375
102759	17190
152754	29572
41900	17190
177053	14979
10266	26503
155945	3557
22596	11680
166846	18860
68671	28582
4120	29790
1329	23174
149253	11237
19866	11806
21277	5550
134803	4193
130739	28340
169444	26270
42059	16010
161721	27838
71807	1906
51151	12473
44699	20057
128621	26085
54270	4118
40889	23712
126649	2574
59941	20698
65252	291
55502	15886
181834	7680
171613	21689
45263	28462
26590	17190
168702	20507
85861	15690
176111	8639
172765	5056
116683	27809
187913	18860
15301	6666
80481	14009
111544	18860
78076	28582
182919	98
45147	22880
144852	30285
4857	29808
92336	7391
122076	24214
145150	16189
168410	12543
23119	13611
51169	5555
58933	1008
127640	16576
168758	30591
102421	18030
107218	11020
174906	30362
138577	1895
142675	14456
129305	25485
68887	2019
745	19627
176354	25719
188213	1663
17981	14456
162978	15650
101672	5938
88347	20969
4953	17571
63357	20005
164020	1943
163304	27672
145539	11033
30118	22505
46941	22717
168989	24201
173501	8809
23124	17674
58617	15181
40050	21299
165802	17556
133877	25356
118297	24394
136970	22792
178448	7306
149015	28010
39353	17713
51659	17437
110807	26414
112655	18792
158187	2427
115051	18290
186110	25938
12827	17987
10192	14539
110273	25233
183342	14456
82675	14456
66853	24506
61128	28231
22417	18860
107206	22161
51469	25983
29500	20344
41068	24270
178026	23108
120799	24709
91890	18769
11671	18740
48896	22537
111367	23542
168052	23204
59627	15507
67304	3044
132528	17164
148554	9896
52284	26226
125775	30285
6598	8082
66302	28218
61765	21680
88805	18089
89783	3934
152932	26085
112249	21336
79730	11086
178068	26058
22815	11062
73137	18403
2640	27733
43790	27476
159926	19519
159828	23121
168104	16089
51658	14655
83504	10512
145964	7297
4277	24213
46988	27195
96451	4118
21221	2886
119613	3934
142384	13449
21714	16504
160108	12006
188806	28884
1371	15690
168436	2854
61287	29206
171687	13469
151921	28462
94841	10140
145519	5521
21628	25074
26940	1663
32583	15125
48466	20301
123771	20507
184430	21573
7882	21418
123735	26547
135145	20873
53283	7339
84630	1747
7994	14856
143365	16655
180324	4214
136601	30516
156029	664
83102	25938
159033	14614
169965	4118
52544	7737
60360	20971
176146	7076
87777	16836
146629	29368
101493	29790
102833	23413
129774	4224
25787	18635
123717	1046
181159	25143
189219	7118
138816	28884
124165	23121
168927	26085
175294	5930
123776	29066
167641	5172
103736	26530
94309	4118
24892	13932
20154	29388
97863	21667
96016	15019
83939	847
14972	30315
149395	17188
169666	24843
24348	29731
74510	17190
6488	14979
165738	28340
25818	12644
82775	13164
97632	13794
43854	21885
7013	3934
74324	6221
178430	4641
140706	8647
95639	11024
141919	14660
162511	21652
8509	15690
23426	16788
100913	1716
60819	26085
32483	7110
181806	8771
140556	18633
7615	23135
140841	18221
170097	8072
53139	5341
186458	6903
8412	20354
74603	27733
4640	7485
94055	8322
124870	29678
93382	20147
70886	7652
55551	17190
171428	29839
43503	21845
128934	12447
164966	4191
25065	27427
121862	25112
119437	3208
162537	21573
173035	653
106770	15690
102042	12474
77385	20354
5034	4848
158107	3934
124227	12102
63278	21685
69679	11696
98259	1716
147852	4611
171824	23884
53251	19407
183301	27908
60403	23475
71979	18053
69139	13808
42491	12527
142360	18641
40604	19817
135003	25171
39337	15959
144536	8174
95919	8744
25913	15459
10529	29790
53150	18860
60778	26085
86391	27763
34108	20971
8634	28790
94526	7735
144075	4118
28890	21218
137424	4118
150628	6903
148543	27223
46222	13187
41506	709
142425	4118
157875	20299
104184	21363
167345	819
119899	21938
161470	7127
181175	13975
93018	18403
81743	28682
59978	12239
73935	4971
88662	1747
102081	1427
88203	15611
124793	25487
107281	30285
118908	8506
42109	24645
1916	14456
61887	4412
164466	13495
144238	18769
47008	16576
72643	8460
139672	3516
114839	3217
178114	21032
138711	29757
59273	11491
168877	10319
69004	1747
173353	10902
92124	1173
137553	10901
52400	21281
170517	28805
33637	16105
160527	13465
131062	20977
129024	26669
164546	20971
72490	6255
164179	7768
94218	3023
69126	23063
65979	7851
159354	18570
47125	18860
143531	24947
149769	29401
171128	19817
49199	4118
12829	19026
101592	19474
159301	25135
134325	8646
13042	14856
81751	23174
100727	8045
141481	13107
157247	3934
154473	19436
21230	25379
167782	17619
107514	11960
78374	5341
73195	14654
99641	5912
127950	25185
179969	1747
31572	18089
70682	11844
16963	12006
38629	4118
89535	30627
107407	29808
46375	17122
163917	1248
88782	16139
13249	5496
115921	29510
172947	23475
93102	10354
176976	14856
103450	14431
91728	18613
5326	3241
85161	22214
184109	7851
73287	23758
68411	4244
120437	30583
7440	18429
63140	15598
61908	9939
92559	30578
129412	14456
137075	23063
46517	28781
65017	3772
67004	14456
163105	1663
42398	2893
117832	3011
30692	28221
184426	19979
32134	16769
45052	22505
97787	3411
169468	30275
10590	14056
57441	6382
60399	9835
40886	8265
145160	13095
1626	6255
44824	12157
56818	12867
28397	22072
180070	27964
153228	23475
146033	1663
70372	20667
9183	29561
32959	27427
32700	26279
17765	18487
58712	5056
183664	25604
160067	1852
41774	7375
102189	2952
51466	6903
170778	8560
182235	1663
188940	26071
21165	10654
34184	21489
87319	19026
16639	8191
185760	758
7496	16110
51564	5691
149011	8125
98158	11748
60019	28218
99188	24244
147891	5297
104970	24902
56082	6256
27077	6388
12986	4677
12037	7355
134992	17970
127492	28266
97136	10730
132195	1239
62357	7804
11667	18053
77501	10123
184438	23335
67940	4118
110023	11455
176326	4118
189286	28022
105351	13483
71808	25309
147853	4118
86835	6175
22119	20314
163782	25611
114027	24259
10361	17639
114082	4470
49984	23685
158813	18403
57747	4224
42115	29132
144410	23956
41050	28884
143911	396
110097	5056
67390	22505
115518	13602
134490	19743
64806	27672
35156	23475
117233	27481
15718	6779
132043	12085
27308	23016
15961	2103
59637	19450
78314	11236
62119	23980
111391	29201
126316	21823
116030	18053
56175	10377
49525	13232
94487	27672
87180	4118
650	8860
138345	22630
176628	11697
8067	22063
159651	17710
99673	19371
19463	29250
41965	25741
95711	4430
63407	4191
85920	19889
171951	7851
88333	22537
181142	27936
81709	27936
145055	21725
119606	7991
35272	2893
19949	20474
137491	20667
426	4172
19751	18904
144918	16690
124621	19817
184894	28601
90014	9945
93218	21124
99035	15488
105253	27332
35255	4118
132823	14653
36511	5167
36661	12515
94183	18079
170326	24765
183932	18016
32208	1497
154892	7127
159429	28668
141174	11498
22009	19817
176771	19407
179776	19026
125369	28460
62929	30285
41910	1663
22846	19329
183047	29184
58262	4118
84990	13858
68416	17485
52501	29725
35410	3878
170449	29878
73783	20481
46435	16496
18442	5056
37314	27664
178225	22632
115128	16435
178833	21322
70909	5151
146777	17190
141360	14856
127414	3333
90067	19436
29440	18826
13472	12003
171561	26636
38776	3934
99171	29657
105979	6779
186164	14456
128848	11236
120979	26503
28543	17904
148903	20088
100508	24355
187038	28349
152425	12426
29252	30285
138279	21363
89351	21404
1167	14714
21730	16273
48997	13637
169717	4118
84574	15842
187779	19617
83625	12700
90188	3448
89312	18769
185609	22237
67810	30285
165264	25600
37122	98
78324	17262
103611	513
44790	2829
87469	3886
56158	28022
106847	19980
144105	16586
28801	7974
61517	2889
127877	18403
119159	1747
14184	4717
63959	9515
40811	9980
163177	25545
102238	4191
120702	26387
185891	21735
74510	28884
64682	14588
84583	7988
161547	8752
104431	4118
79613	9863
132295	20405
71660	24283
44457	4118
164902	29790
34268	28276
103183	21799
184155	29704
73916	19980
172360	1850
155851	20102
34992	17190
163004	1663
153192	98
53143	28412
187427	247
152043	26632
117852	21431
12548	24283
179815	1747
41954	1910
181614	14127
73012	29510
160653	9917
140501	24959
117687	27995
168492	8809
75098	12792
153709	17293
120962	16690
31245	3214
7421	2782
155378	23121
168992	8460
60424	8479
182123	12951
73400	25902
35134	18826
188813	7058
170983	8691
61119	5049
118111	4249
103700	22747
187637	23475
43672	19263
174971	5312
9754	7905
123498	30705
127098	55
188067	7297
160421	237
25181	11254
70821	24537
143544	9091
105901	11207
107540	3463
55950	6049
122606	15913
24341	2386
64047	11960
54250	28881
126281	11254
131620	6606
116612	28762
36223	24246
113564	29903
178862	3822
127050	17914
133126	4118
79149	25908
127094	18403
117584	10033
121293	4118
1686	5113
76300	23259
92814	27672
21140	20573
149334	10899
154386	17904
99334	17474
114873	3412
15250	17842
99608	20396
72614	4595
116044	16079
72598	4377
40979	1980
12289	4118
64268	6779
171620	3525
95394	29291
145099	4118
173500	12419
12527	28604
153181	30732
163298	4118
51249	4118
96619	6388
101343	25282
33614	28340
125563	11615
171262	29785
140226	17329
103293	23120
492	15124
6427	1716
125319	28794
76297	7407
29377	30779
136717	16079
139678	4118
62397	18722
152355	23475
50236	28030
144599	13738
160906	11236
75809	1178
11331	6903
47794	9560
48700	6903
34232	26085
79720	21823
75972	20720
33673	13674
7163	30161
3827	8512
97005	14302
28131	17467
21067	27943
165559	22099
12780	4546
157949	13095
58738	7085
45195	30655
144958	29259
79503	25451
10897	4118
138711	6255
15755	4667
132822	21337
40042	19006
120963	4118
133550	13331
98361	12006
78904	11098
70994	22705
1891	3934
114550	6163
87800	28023
40764	30779
64255	25908
64800	5633
185787	9082
129860	12231
85684	12729
123099	13274
129756	7851
90917	4132
168843	374
171863	21225
62654	7307
152239	20102
69248	9872
147076	4118
76343	25914
175397	16576
179734	15009
3380	12593
116950	3072
90704	26783
140594	26085
69678	7768
16309	17635
118737	9922
26633	3934
19764	1747
148171	19253
83299	29284
180163	27320
89477	11615
162091	23204
79506	25785
169106	2917
71510	29903
128919	16119
171916	8691
55958	6355
65215	4118
91441	21528
25558	10152
94955	11663
164237	26530
117832	10347
26219	16765
16094	29259
41713	12085
185440	17062
106609	21078
95435	16155
13615	9449
93223	5341
175464	9349
76608	9922
134308	19083
84253	29808
122009	18825
154346	29704
69253	16324
169844	28561
20511	24201
99652	18053
183697	5728
129159	17190
25022	20354
113068	7768
13937	1663
7656	21310
65428	27814
59504	3886
70956	16476
92076	16136
47226	7768
9873	20005
177667	25209
26666	18059
81393	17190
137114	23712
71229	22134
73177	16576
13857	1747
131034	30763
115477	18053
169203	20019
155307	17992
4778	13264
176824	14456
127013	954
178048	30160
74989	26686
67184	20531
30280	13860
135538	14327
109048	9268
24007	3886
171906	4029
47892	22649
66729	19009
127574	12973
89774	29790
28871	19436
63760	14088
53243	17324
105646	14625
46957	10588
108245	10698
78258	15401
58086	17467
136398	1716
113476	1663
162576	15091
168815	20272
26345	9895
10150	23059
82619	9082
137722	20033
152428	17088
72867	4118
126364	20663
153002	2329
32070	414
129786	14856
30263	15461
2499	4118
8136	4118
138638	21319
94760	16085
32955	17619
26634	14482
83318	24068
61177	6959
156961	7828
89274	19026
55961	285
35919	3448
17706	23204
167594	20170
4775	18860
99439	10228
151500	13127
67827	4163
116558	18677
42010	5745
14789	4406
112351	18559
76282	29388
60444	3934
115140	27087
189236	25428
179855	3007
131675	6416
28712	16381
64991	9922
55043	26397
183754	23994
111533	3934
126414	4931
103405	5163
160096	18113
150341	27427
27425	28856
184981	5056
135909	30315
146290	9903
22240	2862
80589	25540
93577	4118
39143	14009
181086	22705
80295	13375
58422	14088
59343	16775
73066	7991
118413	1747
26601	18916
37670	16079
5588	27181
162520	26686
11852	14177
99287	1663
75794	6255
20806	6559
15561	12157
180761	30285
157863	21363
25062	1005
126413	18302
72548	30113
68995	29903
133251	20354
83048	4118
81302	3886
110026	30095
37107	7087
88226	18860
46974	14855
76785	26190
156850	1763
123902	22063
80336	22505
177583	19317
19092	11764
52724	25835
158335	18641
146440	22505
62130	15024
77795	4413
116321	13469
13253	26556
7812	11327
46982	26085
89010	18826
94856	21823
67120	19767
162883	1663
80757	20042
173205	26085
89928	10759
121469	728
42509	10654
189066	29876
129169	29398
73871	18053
87641	21289
4817	28932
8415	1857
89934	18902
94584	21854
131405	7297
172556	16788
173961	6677
134972	4118
32128	18860
154870	1747
171428	4118
84229	4118
134305	5056
84102	21690
122881	7646
101142	14979
136834	39
22030	11844
12413	15124
184296	15956
64895	25965
127697	13434
91090	16085
165471	513
92963	12088
78240	4118
30740	29808
58433	18403
53111	4118
187198	7138
150356	1663
126472	12275
11721	15187
134219	397
25984	18748
66860	29378
162645	18740
38001	7781
85155	20170
46072	26501
169566	21681
170766	21274
110453	16496
107772	18587
26777	14344
150200	30432
24001	13343
165313	578
81856	25952
79119	10712
157552	1663
107281	9792
137051	30738
27563	23395
26318	25848
171506	16518
150865	5878
115549	27672
38437	4214
189975	20102
137456	6163
39347	28884
175498	22537
136735	25770
34870	25726
156695	26085
33154	20102
102952	6903
74206	10190
162257	4412
113862	14027
75824	4118
74027	11383
189334	10610
64083	4118
134566	4118
136479	18740
63751	4118
59717	16542
126068	247
99919	18413
86871	29808
188743	7567
189446	16327
180138	10154
123576	23121
63830	19514
88635	24940
74074	12936
161537	14277
97566	17041
159978	27936
93087	13246
84846	23618
25197	15690
73075	28001
60115	3934
43562	3934
40472	4872
134460	3934
93186	18089
8667	23474
68294	28266
162537	9251
59163	17485
36270	27995
89690	25604
161644	13885
173581	12788
147010	4677
77562	25299
122578	18826
148321	1058
47401	21959
82201	6000
83621	6570
16671	4114
97082	24993
169724	18826
78142	22505
59660	25900
116368	13469
124985	18060
188067	30719
68240	4118
79376	15254
25507	7068
40163	26972
181138	18697
73244	16576
168288	22505
168965	7905
9813	3883
131073	28894
93759	1
148001	3765
87174	10697
114039	3934
129639	16867
168308	5056
148064	14289
116868	6903
155550	18826
24789	9514
6034	7485
172619	16085
26483	15690
154773	3533
78223	6255
50337	24575
91228	22616
129876	27788
15536	26085
147300	10770
58098	26085
30534	23135
170248	15690
175391	24890
187645	27543
74483	4118
153157	25185
46238	16690
73955	21646
129932	6920
143664	12006
141326	24081
36700	561
1526	14904
74899	11005
101917	2398
176403	2820
17074	5626
47694	18529
81355	16929
65923	19186
51316	11846
150583	15802
174131	407
170775	9560
165933	29493
108074	24700
176889	15499
170305	27057
25100	9734
150810	16965
185975	12149
139909	18997
68739	20701
77526	26972
71556	1663
58752	21928
63688	26085
6381	25941
131285	19854
60471	1747
109285	7306
178507	3934
34691	23053
21668	26085
183934	18403
145732	23475
122199	11680
42553	18772
27063	24155
8610	9883
172401	12049
130498	20795
61694	6779
158871	29790
108204	27969
14562	17852
135756	17467
54274	14302
6956	5478
56841	9737
129369	282
45154	22294
106831	7719
117957	6528
7460	13240
95361	15690
123356	13197
24578	24283
159685	17865
54685	22983
52423	27349
72565	24759
119751	14456
147491	26603
50230	3534
70177	22546
61611	6932
159139	22813
163942	24283
2306	20795
54845	8069
131779	4118
22417	10154
5150	21769
5714	26437
138530	20170
144556	18053
86830	21115
62320	3029
63306	24283
95758	25813
9722	12593
8142	98
130154	4214
142317	15829
176396	374
67155	18740
38925	12897
39939	7606
38345	28884
5517	8174
168467	4848
115220	23733
58641	14456
185462	17190
329	14456
177811	7905
54803	24417
172561	17104
147292	7699
65513	14023
159927	29209
58008	20467
76562	6023
81929	21373
40336	7297
28147	30285
152568	4118
56994	26008
170797	831
38755	17828
83049	13991
189926	12713
129058	1747
111339	27428
34446	9246
62126	11236
168076	18060
100504	29561
74017	15913
171118	6388
4997	13276
162359	24987
183725	9609
71278	4278
180725	25235
15101	30300
85170	15724
143412	13048
163005	12212
70001	7339
71805	11062
171995	10826
177962	8174
142569	30315
124264	7379
141494	3304
115649	11453
89807	954
103366	26564
121272	424
155642	16795
97615	13088
11675	1191
111183	7851
185193	18641
80640	2367
112444	5465
31529	4812
177179	2909
97287	5001
35649	15124
133235	16690
13171	4713
145484	11650
165638	20540
181652	18059
179222	23758
23526	18403
1339	15847
93905	10520
93241	29147
88435	4118
167604	11236
31201	27427
166972	11236
66784	30285
76622	27672
35291	29510
96599	22505
171979	4406
21923	14856
24086	5385
189218	25507
136228	26530
145575	4406
96863	3934
145964	14856
22570	16997
43100	26071
5928	17877
95855	18399
179080	4191
62595	26686
126921	10377
57769	26397
152659	15855
12024	30285
137059	17190
133554	16690
141566	17106
134883	11236
187154	1633
40552	3748
155568	20359
50823	18901
103815	22330
165450	16273
185334	4118
153913	9560
151113	5000
94587	2250
22752	23018
29844	18053
177419	11698
13656	21674
149940	17232
76170	10943
11393	28536
69898	18283
178350	21572
66754	7092
17114	965
174458	26661
83459	5031
13598	23076
43374	14274
139007	21823
94129	20356
137823	24671
125942	6932
127651	4876
168109	14456
15011	7725
76774	17717
1863	22546
3336	13684
9567	4027
90358	25298
168898	21689
163787	9560
60073	26162
45229	15956
162218	10326
129917	8986
27498	4118
75773	16690
103525	17904
79443	17190
49724	22443
121073	13611
13386	23475
41378	513
170063	6049
76670	6123
131373	14653
158412	29808
17949	6523
89633	20354
128381	18044
104076	24283
49661	4191
96595	27908
36836	3886
96089	12006
56110	3448
10700	6559
61202	13702
30113	17190
170146	18403
23153	3671
132150	9694
115391	13469
60640	27247
75318	4406
167555	4118
127652	2386
160339	4677
115265	27936
175375	2255
135601	8655
112066	19026
98609	25803
118452	16576
48134	3934
174067	5231
147192	25411
89653	23135
165761	22534
165279	6779
106383	18482
184637	28023
178424	19766
99340	30601
181846	13696
42536	19407
24507	6966
184523	29808
171563	3934
9968	4224
74620	15124
101251	6195
69218	15097
48871	10154
68172	24350
147894	20230
183919	27672
46219	16037
145930	6163
146402	16993
115025	148
35240	22505
82225	27733
61744	5436
79925	4132
94325	15654
137284	25154
164688	946
164807	13367
36014	11318
20932	16971
173948	8307
132511	26237
43204	2886
165672	20354
20600	17147
60552	22505
138265	15009
5205	17190
61892	3934
173503	26634
66736	18759
98101	28953
18915	8249
166041	27582
153739	3934
3092	8248
110340	17647
166251	11075
93778	2193
129909	22505
12476	23476
169219	17190
69686	24043
172960	25053
153550	11615
123972	28233
118857	30644
64742	27427
99700	8135
156663	27936
137295	5991
40889	23860
102743	17421
183946	4118
69371	4118
46706	13450
144732	14456
153865	9007
123834	854
34639	10888
34372	4118
65107	4118
127279	12434
161222	6779
3326	29139
16862	12263
12105	20268
64560	23750
168940	16495
112480	15855
143747	25975
93799	16632
92871	13159
187392	15858
100501	9731
82501	28750
189013	15690
102573	28894
142642	21099
140994	14641
69335	27231
49123	25965
38027	18818
110389	6903
138866	10660
93978	8265
162870	18053
125145	8473
54132	1511
136053	24394
145191	8811
140785	29616
43835	21823
42229	3921
51385	17808
25095	25478
71400	16320
22341	28973
187189	14302
20054	22983
137246	7774
125412	20354
105145	27784
19273	12966
109872	9389
90795	23121
63572	19286
71312	24189
163542	4943
14170	5288
73416	12006
169148	20102
179616	18772
146653	12734
105322	11248
106695	30285
4614	14531
20432	22209
40700	14292
125453	8574
60620	14986
8658	23272
179730	28266
66664	5902
113341	13266
169882	14305
138318	3934
4193	30224
169780	3934
76444	22038
114161	28674
12604	25908
132576	7525
118613	1777
17959	4406
18671	22963
22767	17957
174593	6932
84353	4191
120683	11661
144015	7661
165105	17190
147035	11086
2164	6901
62942	29172
94565	26385
14700	3225
148140	17190
185670	12085
132190	26986
158695	4118
163891	25898
168895	25279
13439	1663
80932	22237
144544	11663
60185	12644
67264	30297
80641	16090
61703	14138
116153	198
39940	18139
104368	21142
3677	1805
67074	15801
137490	7551
31692	14588
148611	2043
85686	29790
43911	25966
3735	21375
164342	3886
101624	16803
36163	6569
156486	14456
87024	30319
67603	5655
158907	18403
24341	6388
172399	4214
165471	17640
159748	22981
77968	6779
86709	4677
131376	28754
138387	2238
39896	18964
120195	6725
147539	9042
170668	26190
14734	13107
169610	26887
59651	22880
146366	7601
182204	11680
103868	11591
72650	13142
23334	2259
82676	17081
140664	17106
72168	4118
126603	11145
66758	3934
92351	19547
26112	28454
9836	28479
48016	25754
187912	3463
150447	4118
151435	16273
132212	854
53032	11650
181327	27427
159802	23542
35901	11200
148989	24822
116322	4814
183820	22505
89319	6274
166622	25013
20918	10902
113926	13259
130497	18860
121441	27920
144859	26674
37602	1663
148381	4693
124469	28023
181392	7990
105716	18218
153700	18860
34240	15690
186808	22209
124586	448
182445	4233
110637	25878
48258	30184
154740	28884
59299	28712
170564	4857
26677	5264
9511	19101
25082	16729
143931	29025
65439	13095
55200	5806
30153	17525
120278	28879
158950	20640
163760	6903
107390	11254
75320	26532
146066	8176
16231	28062
150991	16648
48756	26085
64805	2849
91571	7690
36456	26713
114395	3767
101200	13995
5314	17190
93701	18826
82815	1512
8696	7781
19978	16788
74784	13567
60930	28738
75311	14756
82901	18769
143884	15690
50513	18235
20581	26530
178995	8737
168432	21542
70949	24080
80403	4349
182554	19356
19732	15690
141791	3533
117693	12430
163228	282
147034	25485
71649	14302
65676	18403
19869	22811
23850	2026
54144	23448
138933	125
8225	3217
122395	7341
55593	10442
163147	6903
102911	26875
11935	9538
160642	16079
21078	19402
177333	11229
49984	15751
100100	3191
139098	3934
46018	6595
60937	28158
22740	25299
126688	4164
160838	25467
162091	16089
99025	8750
178714	23698
43127	9945
138199	7146
11769	14418
6046	17780
7558	20170
126033	8097
9696	1543
100229	28218
70463	3415
61159	11615
87074	22009
15256	17985
110381	1599
146573	4791
99211	26085
45175	5899
68919	20771
167786	4118
48900	28884
51238	2448
144344	12948
78976	25178
155066	3607
164679	14075
61584	9091
5725	11615
151831	29698
129356	26085
125207	5696
108017	22541
141603	28964
125577	12006
102105	20573
21775	4118
52057	26686
98493	5341
156239	4600
51152	16009
171913	18819
120663	14856
142044	513
56523	14549
89893	22696
102282	23465
132914	9015
114890	24937
170960	778
169567	7058
172586	13444
157321	30210
83379	816
117318	3082
181331	23204
75928	22209
117368	4118
74009	18403
110	6903
141345	5731
158932	10488
182769	5056
119576	12239
91348	20573
151853	14385
25304	30210
65443	23837
87234	29615
9155	23076
183530	18403
171340	13731
109809	16612
187084	28884
187759	14456
133118	27936
61526	4546
43034	1338
