119673	25658	152777
154823	2778	162211
47853	1338	90420
187883	514	178988
112648	13104	74864
21962	24614	20481
44167	23121	126897
118555	13681	139772
160091	7107	30367
103735	23779	49258
113452	16509	7268
55681	16098	25639
10762	2244	37373
184721	7491	81490
102215	2608	144349
77872	2892	2575
180806	8869	86764
173441	4176	138053
30168	7343	174242
158819	2685	144948
8735	24697	73866
138784	434	179873
81683	6946	164527
86069	27308	155659
128902	13684	84690
107469	5267	5671
79871	29561	73361	10151
154682	13861	83349
150949	29404	178885
119385	17239	181201
186896	28926	83208
125638	924	124638
65579	24811	114969
134726	13126	107115
168260	29722	137837
34335	18629	53558
54357	27221	52823
160504	21021	154524
132735	22672	176149
107219	310	133552
173884	6120	30303
189618	23444	99474
87768	7098	5636
106649	21501	12860
68751	4958	188771
115930	1345	107740
97050	18826	138561
7232	16661	62391
107394	28337	6171
8176	16753	82971
27122	2436	8487
154939	7682	30363
73136	21021	181633
26560	15895	68769
38470	24791	70842
176735	12554	160054
34597	30226	105708
55808	1565	86194
177472	23765	27091
100456	20420	171685
137002	1356	103732
9188	15086	133166
163823	11972	165047
21549	24690	101013
7377	23645	86130
86161	2892	6611
145667	16612	159014
123783	25749	180253
127127	5082	109217
177315	7758	129696
77628	4622	63649
45834	21108	50466
30899	22462	42363
23789	8988	18447
127122	23066	114428
82542	3518	109853
71947	13185	33806
185212	26472	34710
104450	26883	69243
73485	22807	127292
86948	781	55757
99649	28932	84679
2609	882	4942
69112	10999	100259
91563	19932	46273
179815	29100	183922
90984	1912	145722
79385	22841	11597
44391	16860	156031
18508	24563	59362
42316	28926	131906
141992	7557	86826
83123	14370	37556
129568	27909	121831
9574	2783	187419
152212	13741	37224
52517	2561	158474
106896	8845	124759
68437	4773	34552
5420	11020	184410
152782	996	21577
9438	9787	51277
12200	3295	152399
9400	24982	123415
128908	20295	145414
72908	563	17580
78833	13961	42368
151736	29790	147086
11828	23771	68004
146632	28538	101090
162519	8195	63738
31645	8971	101254
62511	14464	50078
82743	25770	163550
25624	5277	55564
7739	12305	17778
169022	26339	56320
181385	1983	154664
79646	10987	169455
183544	11269	33250
15530	11134	47058
36751	12330	50852
188410	2255	118730
166975	22462	112689
188168	1104	171150
106907	29351	144197
136551	10125	149791
126699	3587	95923
144214	27403	131415
80209	11010	133325
99911	29337	126821
162228	29868	165335
23217	8971	130876
22389	5398	116399
43075	25509	72876
139148	17534	138193
113460	15323	87732
9402	8768	142050
128840	8659	13250
126951	12846	19580
25200	15102	146540
130986	20809	20224
107078	5011	23759
34543	9082	38624
171333	15140	89130
41489	15343	138574
6525	14429	105447
178631	6017	95036
155817	21941	21597
40152	30008	176308
125816	1425	178769
94526	16632	97025
31226	10654	117025
66701	22868	161573
35836	29262	108901
46827	17273	31923
114499	18757	12047
25796	26649	159937
13172	10178	234
140211	1491	66222
56330	9587	170087
64464	15717	14716
177123	15085	48859
35	8809	154763
13044	25922	235
86957	13116	162769
19741	9123	80608
62571	1878	64903
12606	15010	67977
160596	17052	72258
88094	681	22096
63219	20351	165116
30809	21969	139718
21123	17300	68746
61773	21445	142771
130387	7119	130673
85638	25963	31577
27001	16993	180369
28583	19170	173858
21206	21503	104042
55262	8891	118406
133727	2255	48247
47656	3027	136884
141330	22354	84572
66528	10042	134676
145351	21345	189863
78778	24928	121266
105154	28272	45228
154648	27703	22617
151039	24276	124050
95756	21575	118138
123394	12011	172805
52412	16438	166305
25374	25379	84082	21230
151268	20133	137259
30083	29662	14730
99774	20298	188653
114068	22577	143296
188192	10541	182992
43789	6111	5666
80370	3588	142405
154941	20856	18085
144088	16764	136797
36913	1884	37202
139814	11565	142472
154949	30419	149761
106368	954	120342
120372	27648	73847
35091	20881	25549
70006	6387	17150
107418	21179	110715
118285	4224	172957
75937	8123	123403
43139	18395	118356
126826	14948	127716
136740	19464	27304
155081	29968	45666
34314	55	156956
32386	30476	9287
118897	18267	41921
176685	16334	149528
33832	7593	167617
52319	19606	41057
90502	20098	65252
182139	17897	136998
136666	22687	187785
55373	22948	94468
60845	22237	149642
84892	12518	143349
75382	27308	2234
87068	11887	66741
69931	29299	124187
132813	24553	113890
47110	27574	110492
74229	21322	168214
135782	5320	186527
128831	28845	132981
52658	27282	10016
148219	30169	161630
109321	9245	94468
64430	23953	143183
148922	7191	75816
132219	17415	179673
104925	8327	180732
65507	2026	73133
110400	26187	29387
81669	22725	150975
89854	13613	120663
183525	19694	164881
107606	20280	148919
136958	26738	139263
188963	24697	93573
155066	22700	32543
93617	25478	18451
147906	6439	46023
71522	28614	45929
141501	3765	99558
73862	4992	162461
132150	19884	20557
107554	542	33328
132891	21376	8473
110991	6388	119105	70445	183975
73339	14970	133202
178285	13995	132739
1073	29994	49596
93750	2752	107086
136083	27139	136152
7734	11860	36000
166848	16221	145713
590	29173	164642	42652
133686	25180	40342
86836	2586	181022
29570	5841	41415
74493	922	183786
130715	26484	26163
76712	11702	128462
145982	26011	131278
73994	2329	2067
160595	5505	73156
59352	3261	84463
117695	15404	50991
87061	25192	6130
136152	22006	38971
48969	28241	46633
70542	12088	116995
184486	16405	89974
69288	28340	106776
142217	30192	71126
72565	922	60067
84855	3031	184823
22325	13684	65048
101275	29808	178475
137174	23018	63594
42711	1689	44035
5292	22329	103928
60150	23169	34796
135808	9443	33432
146894	28930	8350
152408	4741	178349
36322	14918	43200
126919	19180	61724
92375	21769	58610
181973	22689	171154
133318	8879	93863
159126	4355	17828
159983	10831	53488
50012	16294	60857
94928	12126	170059
154801	10371	177774
46144	19607	15294
168059	17495	134165
12395	27476	78090
126247	6679	94020
98390	21244	119169
179161	3473	178011
177015	16860	51785
158747	22531	81686
25164	18016	36781
34952	15086	152413
110447	29869	174475
14126	158	51748
162973	2255	39927
142009	27308	149682
134152	46	966
146319	3918	93968
81536	14583	158486
72478	29391	139251
2760	12902	79578
182544	27235	169044
124013	6710	33265
145582	13469	51195
146000	24546	173287
42032	23975	92894
91513	1925	51302
46615	5839	93972
58961	17994	9850
130362	20221	142832
24391	25964	110769
167829	22128	128003
9670	13259	58433
74761	15086	182262
53264	21575	7394
89095	23863	111087
123633	15086	116878
163808	5839	71467
83025	19464	116060
118666	30704	120965
88287	14327	58080
112820	9560	162956
141202	10184	43340
46171	11020	50784
182789	16039	115926
178767	29027	187792
91016	16623	20712
63605	1986	75092
183419	3222	88365
5005	5957	47941
12824	20227	65824
2821	4243	66213
154026	20383	157562
64760	922	36132
151055	4693	128811
79730	15611	55276
69626	20420	46965
12145	4393	19653
115746	12684	45706
67840	11331	71327
71382	18792	89844
44561	10987	103654
188558	4191	183106
86792	8434	58806
18678	26258	37420
39634	28398	23184
121666	4137	179686
176690	3776	54572
173229	10991	140128
77723	26761	109133
14861	23436	181859
168314	8123	188030
56834	20081	128327
27505	7634	22131
112305	1495	92334
104017	15725	24965
122425	11866	29476
34584	514	129528
151095	3759	151894
65580	25659	184306
176204	30235	93105
66759	24149	35394
69159	29130	3420
145117	29045	149600
115407	18953	3031
104176	19125	62260
40324	26008	124447
183218	18534	94526
88021	30440	101464
47005	25152	109029
12170	2232	133260
151195	17137	43963
109824	25544	7658
31596	13333	62687
95012	7311	8357
108576	1517	129656
57367	8508	134171
156337	24986	61261
122764	13975	42840
61786	18811	173162
158882	11055	179605
182458	1462	53669
164254	534	10205
100569	7231	90850
140527	9311	128669
99195	19214	119406
159253	17134	28224
74145	12395	13516
59941	5414	58303
150066	23720	3914
8793	4675	113135
87999	11702	3900
13411	12853	143393
12041	7914	22916
72394	22359	30971
40936	19752	15989
77871	22725	93421
96288	9899	72937
54292	15438	172049
71978	1668	53160
83808	11338	51211
6851	5728	77630
38405	26877	40655
97065	28953	57792
74593	11153	155932
17610	25664	159880
77651	21084	172416
87556	24575	84493
12118	27308	14043
78520	12444	59780
43148	26791	85867
5914	322	7261
538	5916	1886
142882	55	99168
43975	7138	18515
76196	17815	124295
145373	14945	129736
167786	22588	95928
22982	4424	1119
90086	21475	74547
136728	30513	103533
128569	7974	27859
162673	10004	73207
180352	19164	25095
86273	5861	161074
170373	3617	22738
66412	5171	152987
75057	12478	51826
148239	23688	6294
167534	21764	1205
35544	1332	111731
7337	4336	76082
81310	4990	68035
7714	29261	25300
17780	9941	87293
57538	22952	99483
93815	29799	107139
87750	16775	135193
173628	18302	49319
79449	24406	180558
114191	28730	125282
68089	955	93991
88712	16413	55230
99953	28575	17486
117099	18136	45115
96307	7480	38563
144187	22322	25895
55399	29422	166050
162241	27716	128273
115970	25414	57190
96012	1994	95319
30197	6000	33142
40704	15186	181704
59627	18306	36704
168247	15112	41279
78379	14219	182692
19561	26162	48527
36306	647	17173
49015	16207	157231
119978	15883	39637
68166	3636	96000
129592	16915	66487
57076	29510	11387
91625	18826	162601
174931	10987	25534
79328	21126	130730
49105	29790	64380
156615	21859	103081
108855	651	164764
125437	5083	22919
21881	2832	20451
99240	21859	152342
123202	9517	181896
56071	17560	71352
153571	1371	162567
21464	2255	177953
152381	3577	139978
150618	12126	6188
160118	25187	55946
13232	25421	39752
132550	26611	112352
168931	25092	36404
175464	26791	109890
150993	833	176372
126502	8404	28430
30263	5052	101428
119337	1338	176856
141913	7905	67235
44554	26011	187371
54572	16202	100347
45271	6470	31641
30273	27491	6123
94408	2862	174771
173168	17533	62083
154144	2689	10553
178075	5488	34248
158837	24714	36995
164699	18831	14185
183542	18731	74073
67620	5639	109947
100741	30762	11824
177094	3193	91460
58730	7379	148562
75269	6733	3099
68557	14037	88395
186699	22663	128944
56092	7732	168824
27784	10770	157197
157165	22437	16671
3443	25528	187369
134796	831	84334
79445	23417	79139
43064	16208	50561
64644	10597	178566
80089	20093	55434
40676	23571	116366
136287	2857	3871
10350	27935	99459
146445	12263	171870
91384	7664	45501
151475	15058	81160
146759	24645	18692
101734	2685	64918
74122	19732	128335
14755	4887	71722
49759	9069	65667
159681	9152	126436
149878	12088	60392
115158	603	165795
146591	21713	22759
65983	6742	160553
186857	25922	77077
26151	29835	47458
145754	1713	118363
181683	607	153317
187846	15478	131088
183765	18629	2349
126178	16980	147319
87104	17987	64583
47371	10133	132237
118603	27936	21918
32435	15114	144439
78084	28141	36252
85549	12349	167119
88304	12259	13970
150876	2848	180021
150118	12204	128532
73368	30053	66247
7755	24855	116249
70350	436	86838
37942	11020	30631
48368	14051	123027
138431	9466	145381
113703	23297	124590
18932	23090	83200
150577	20845	106946
61247	7031	30002
52584	28158	37270
171903	392	15927
143212	18188	27578
179824	9847	175973
122078	30440	78379
14994	4546	1782
135427	18792	74408
169959	13345	137729
2779	18826	13841
132416	11468	77952
130687	21735	185899
157347	18098	145277
85407	13317	156033
179377	22505	10146
171288	8460	145041
181050	1194	184347
79200	4740	29060
110438	13514	24245
183897	22774	21922
139685	2042	49998
11925	21278	177215
141446	30180	123803
449	29761	8431
76323	12701	47619
4700	7966	43662
67773	5113	21504
68680	22621	92607
150894	23150	150319
147805	11033	26975
142013	26302	24062
140081	16808	145913
39248	3588	165561
37429	28158	16221
117037	10550	71101
36026	27945	87917
157467	30731	65820
17196	6777	4366
185843	16827	164800
26511	1464	113484
56386	1060	78495
89366	8242	100661
28442	27033	118265
53001	13910	8806
142331	26382	125021
99363	17985	144798
135912	27308	155786
132818	30113	74733
20162	24590	57463
68664	19525	155820
34728	7827	97022
159648	25153	109966
3062	24902	128148
163696	5432	78112
112551	17303	45305
50999	4158	148751
123987	14487	144304
97882	28106	50280
11946	17743	42108
138542	23475	180857
128215	28184	82534
1962	21092	118062
138814	5675	130507
64243	14728	158802
109291	1249	144833
32673	22868	96933
188584	23943	66379
140529	25251	8410
15634	21165	49096
108580	1587	182470
90049	25630	15382
52887	3694	103259
112378	21382	89032
6832	28337	137273
163044	28462	189028
13883	17376	40775
22012	10888	30431
57541	9069	122756
3980	7474	107901
46541	12900	10242
111942	15280	9978
73430	26671	94756
68181	23524	36719
178630	18369	80206
59875	3295	33678
2890	18991	138567
15556	24867	187704
38611	30089	124646
41317	29098	39829
113433	2923	100760
51892	26895	17213
78689	18253	172058
100291	22725	154975
67599	985	78514
119914	18722	174741
95103	1080	155030
87359	18826	72559
184290	13116	149426
69763	25262	46592
184717	15465	101842
27827	9847	33016
42875	19694	93044
41883	2263	186542
97748	6940	32652
36473	145	23622
115612	29721	5127
46790	4611	57292
133	21306	108796
83631	11576	2616
86298	751	133373
95860	24116	34224	169649	52081
78043	19885	46639
20787	15294	5803
43847	29166	186794
69134	16105	10645
17833	4247	14425
78888	20891	29611
59299	30285	38847
36894	6513	70692
145360	25304	58738
15035	30573	178604
63316	16195	71006
110114	20372	67757	103590
149269	15186	28730
45649	24063	111860
146497	24283	44571
66021	4836	130195
1534	21313	25330
5900	3617	12935
73191	23076	153714
143270	28745	149242
56898	20181	188902
5371	21154	61618
57069	19732	138681
124329	26630	37420
39650	23526	159017
116320	1249	180691
23231	6694	140992
120047	23184	168146
136613	19504	45723
100854	5600	31384
49615	16798	92711
147462	22099	18568
31590	20923	127912
25169	30652	102772
2687	17390	87703
34691	2826	123378
23360	23180	95923
170297	20420	80858
183694	30762	103175
7678	9265	108399
182780	10770	179003
7145	12085	111640
105584	2664	149432
40782	26789	93509
165275	28106	106568
52290	10597	167266
8953	24467	143217
24216	22534	17460
69370	11020	123471
101199	5278	127455
54346	8872	140578
130051	3310	34448
123022	28682	153488
58689	8012	133337
149681	14079	50712
72049	17032	139014
97649	4051	156915
142723	20367	105542
139675	4546	20776
97546	28780	16720
71994	24982	153561
98996	13622	145809
107101	29616	62671
114	19766	35486
52447	7631	189321
175172	16830	43769
49636	8404	100862
161786	5226	1943
117799	22128	166898
53570	18037	68751
108905	3879	148203	138835	111393
140312	28044	36728
99260	7968	114607
175580	7722	103520
19827	4191	35396
114607	19732	69185
124768	15510	67407
87372	4303	150461
146306	22752	7941
18579	1791	135580
109717	6425	144954
9115	25731	44093
53091	18826	138913
89546	29248	65340
71099	27233	6764
38898	16285	25357
87251	25618	16418
130561	24697	65499
154080	22214	67769
45600	4163	92322
134714	18141	73563
107582	15224	155562
143215	27733	35633
174418	30440	57512
24591	10780	43441
154809	28357	69797
69218	29790	9796
107547	6041	101030
79647	18500	164641
45124	18097	31007
87238	15611	96145
16518	13611	59407
34365	8265	112132
185496	28044	12438
84432	7383	67997
7583	19360	70428
67878	16601	96689
152723	4225	158279
151715	16178	72560
121911	5860	165854
133723	25265	113349
20004	21094	68311
121442	21397	52846
1353	16428	30376
101550	29378	107437
118625	29850	77540
71795	19606	136859
177873	25206	131468
66649	13440	98950
122644	23954	179951
96582	22945	33211
72082	26761	180192
73759	25687	165540
85252	26314	66578
35881	9269	9538
124745	26241	118001
137362	27936	89300
23748	7162	103832
106655	3013	93087
30301	16413	38015
107764	14385	97184
180894	6090	77683
116186	27261	20315
28052	29466	167148
171843	1712	52549
21408	29804	185006
189479	28462	154103
40995	3188	31793
76335	1563	118912
53822	24597	4443
32962	20968	68126
70581	5940	54748
89547	3537	24880
123932	24394	44417
103177	3279	57908
11744	26587	27268
24128	29358	98420
189465	28682	173693
4208	619	174368
166156	20880	98596
132823	6251	44581
97908	13652	62339
111557	24585	74452
158408	24629	17258
58034	9737	82165
171887	29371	91630
35212	15294	173459
40964	10612	159673
187674	25735	76058
185973	25615	147611
147363	19907	182097
100612	15285	75537
141097	26799	134899
124386	20354	74770
60862	28904	32050
131136	10347	112977
126807	1943	4092
158705	23912	38861
133922	19119	172319
1377	16480	44755
180700	8060	70136
3067	5860	104549
16107	7549	68705
50672	21248	135431
139216	2168	170580
147214	26797	53159
49683	10987	127769
85171	2958	93239
126644	13402	30060
2251	12123	145480
2891	12936	139645
90334	8326	175294
42609	23845	134749
27183	24663	93325
179342	28340	96317
100879	3765	4836
72604	19732	58517
87126	27403	165149
76040	5633	102943
152469	13203	27214
139762	9397	103216
185799	27427	72519
184845	9299	81305
43448	20291	88255
26321	30302	79469
171284	2255	14990
124375	12029	84538
79764	25159	88072
129307	16028	98280
36174	16788	79401
75267	22367	84656
136158	12528	136379
4712	2171	102222
167335	11343	118180
105509	4018	95399
145007	9082	13775
760	26801	95487
132303	1461	38180
126627	27247	90430
151240	25922	173891
188485	4643	66623
184133	29027	123459
82308	4218	118044
157535	24616	176471
141759	3792	23281
10219	493	171941
98798	17268	115963
159848	11084	10427
9258	30167	99604
121614	12636	110247
118099	20057	40936
157926	26885	52746
159928	17763	47149
17277	5709	139578
112796	19366	172257
17053	20221	115161
36609	14418	38427	108905	111393
133262	29977	128135
4393	18436	154370
100777	26727	186298
111527	7974	21547
60062	6581	131038
112179	3027	88340
153820	11070	69468
158632	1511	83532
187397	16813	6129
14273	21764	23426
136269	19363	151369
18770	24898	161605
93604	24575	16136
94093	11900	22052
4045	23877	103750
7596	28426	88631
55428	20881	162957
125026	16813	13552
165179	11032	145373
110612	15424	65230
13343	26895	97576
73057	17466	142196
176810	25922	147176
181615	21166	25285
54466	25840	104952
131940	10682	14518
130507	24982	101778
133569	5646	190033
60426	15995	84170
7656	417	18817
119399	2265	141012
50788	2255	5988
104730	15478	4159
119993	5385	181940
23854	8574	91027
136435	14787	104257
8903	9844	2826
131043	4851	55613
55272	29098	45336
111088	9365	144635
2293	14441	176193
12396	603	40099
147625	15249	109448
26999	12944	107276
174231	22700	53697
40224	11020	34389
159487	30432	112122
73853	16934	174069
187002	19474	171907
179299	18302	128784
78718	27196	156554
47951	10347	159194
23865	29523	137666
185218	12549	145691
55995	2685	60740
127947	19508	92325
156612	24092	125187
158901	4622	19706
94828	17919	70374
33346	26029	71620
178257	17032	163769
41014	18199	72266
65496	5651	159047
60466	30297	92726
68689	12892	66366
39944	22276	152081
139658	9321	24547
40106	23485	144620
160225	10004	100354
146425	11632	160308
94194	16634	62037
23399	15654	66723
111712	13609	65239
49723	4633	170501
135517	8283	102884
112596	16098	70483
62301	28462	21867
125425	24259	100363
17387	19900	180311
86791	7930	163335
11289	7058	16586
148984	5247	169976
118644	22437	175443
151174	6147	138568
30662	3670	164742
29082	18178	12354
171561	12152	26800
178823	6785	62665
14833	5860	75988
36540	19547	155615
157718	28974	175409
158532	20097	7890
40565	30491	51607
131349	8143	77806
2789	10909	78329
126338	3617	9795
124668	14752	125820
167602	28365	65998
149982	29231	41852
46672	28362	75804
105373	23920	102237
63193	19902	140912
134565	8698	85588
153803	12853	136541
143814	28807	176983
141975	16230	56041
36800	12147	29880
108342	19910	103740
58534	7768	154084
149829	5745	31139
56096	19606	149049
14857	17535	44275
38624	29721	136608
5595	26135	131954
157232	10770	83503
113944	30281	129456
135802	12732	109566
47711	8147	164809
44042	25414	162795
159144	29790	42361
82887	11020	67298
186791	18676	34442
170139	24697	33812
136843	8980	36341
119489	24429	4799
135587	22401	2759
30378	15617	39969
70586	20596	46056
152392	14376	151872
166983	15027	99783
39311	2399	160712
81728	30573	147487
171227	17655	146783
66368	6721	37673
134669	4249	6858
42368	13961	78833
135489	6472	12994
126676	8329	98082
117966	30246	15566
90495	2697	45427
79612	5808	128848
162139	9445	10968
72258	26555	144018
144802	14374	57195
75051	29663	173748
175819	527	21132
20545	2345	28857
120573	20898	57365
144271	1206	65468
54334	11680	2710
153434	14774	89929
172445	15725	70390
55917	22725	5531
18694	20057	128547
28377	17294	98031
99958	10888	64852
139482	13113	67517
28255	9349	74893
146254	25984	111652
96599	10461	129178
45255	25898	53993
149719	8735	134782
133449	24979	178909
50396	27965	116559
92128	25623	89804
103667	1747	78969
99845	19606	107400
25365	28730	130911
13407	29147	173753
50247	16219	124461
124024	25300	161753
132440	11699	35189
112317	19114	117220
110439	9122	117023
147966	3142	132001
25243	16661	70905
6551	23712	40204	11877
86524	19698	115647
133234	2561	148869
24976	6668	17469
176079	30296	148814
70416	12461	185599
49814	29619	188276
21113	22151	19061
98591	2632	33718
96826	9981	171102
148527	18216	157130
46342	364	175626
168130	18826	89867
16696	25584	58482
89531	14301	56752
151063	4554	4757
129207	23076	112266
67726	26958	68421
81516	4729	124084
119895	14060	143016
115444	12551	112381
76673	23018	5283
166872	19883	165677
170764	25282	11970
44601	3166	53301
68222	16084	7712
136884	10962	156272
383	21382	145396
72941	13228	163007
96569	5897	34329
56889	3713	167479
130667	13401	16113
17267	14365	188481
48277	17627	122230
14437	2587	130350
123359	22637	70066
44412	22443	85940
99082	7751	101971
4382	21535	47673
67574	77	155007
136544	13770	136221
12959	9438	114759
177081	20929	105906
125152	15003	63143
64487	27129	128198
122379	28058	114999
17617	28619	84681
59552	1371	9634
25655	28251	168919
61064	21184	151783
72721	9452	95749
180627	1952	104844
186366	12763	51728
141527	17733	96835
55300	24003	27949
156949	14082	17220
162298	6826	113239
137162	27375	90812
27051	7759	67574
90285	27235	171071
105047	11020	12990
146028	4293	17226
93164	16530	118571
69189	26475	57995
184404	6261	117521
115413	19364	16324
62152	27116	15988
149369	2540	19421
91168	11327	82250
116647	19316	16221
23020	18826	118876	35538
47478	7064	183552
167310	27102	13949
139689	8609	27101
161436	22226	168084
60421	6558	172993
40556	10552	140476
187383	14104	71119
20685	11781	22826
83578	1339	112734
106524	15725	60539
149462	30681	106490
143396	16457	102305
48505	21067	138702
163919	25428	26610
38295	24394	117077
109725	18471	164479
41948	22406	36132
144148	28482	17806
137247	18860	129295	104750
36289	17872	107483
172134	19309	99812
94527	22711	93843
70756	3251	80807
96565	3123	53184
18685	26066	92304
178674	8460	128650
87601	18826	143615
39541	21798	148305
5946	11896	293
151787	29255	160948
182281	9355	87622
10823	13581	41347
49247	4066	9333
135019	4354	59142
8258	10713	117622
63681	3617	1364
159226	25188	158623
65175	19899	151876
58905	2433	52133
127028	4769	161891
90890	26287	170581
101200	15716	180821
23731	332	160090
172960	14242	21917
88430	4532	8684
99837	30113	183214
137564	20603	15626
56295	8570	9660
156491	10184	92520
188672	29147	163334
87204	15140	44497
121116	26656	147426
23114	17863	26159
160110	25416	177778
188603	4191	91415
108385	29790	154009
91423	28158	59087
132057	7633	71142
133037	29130	73845
28143	15095	169932
36029	16973	114740
74434	28462	25171
60178	15343	14222
2906	22949	58233
104519	15086	4016
95546	9400	66569
187677	25640	49937
74988	16740	104469
108203	4303	15034
135379	27553	62985
76235	20532	175925
134425	17535	29733
143871	14294	146150
162019	25989	112422
40758	11982	25622
62826	11020	25801
148236	15465	139549
31640	23571	69141
41080	25168	32969
92211	7131	49361
137872	7379	88582
126425	20586	59319
38333	11453	123276
104808	13329	185468
187818	434	91759
71069	11210	159034
20933	3295	164935
16354	4327	52442
96850	9394	115771
57852	30167	29051
15481	26288	75075
160207	3035	113137
9866	12856	173979
87561	5728	82011
21662	9449	38246
90483	16567	3521
31049	12030	113045
68339	13042	111063
13107	2454	140858
26395	11468	42919
117401	16914	78288
160414	23121	14169	159447
76438	16632	46639
1913	22880	59555
20011	22548	4676
39110	3684	111698
82626	244	150463
77501	19881	83378
134586	25411	105312
146498	22371	126678
